Model ID,English Name,Chinese Name,System
FJ2717,first posterior ventricular branch of right coronary artery,右冠状动脉第1后室支,cardiovascular
FJ2718,first posterior ventricular branch of right coronary artery,右冠状动脉第1后室支,cardiovascular
FJ2719,first posterior ventricular branch of right coronary artery,右冠状动脉第1后室支,cardiovascular
FJ2720,first posterior ventricular branch of right coronary artery,右冠状动脉第1后室支,cardiovascular
FJ2721,first posterior ventricular branch of right coronary artery,右冠状动脉第1后室支,cardiovascular
FJ2722,first posterior ventricular branch of right coronary artery,右冠状动脉第1后室支,cardiovascular
FJ2723,trunk of right coronary artery,右冠状动脉干,cardiovascular
FJ2724,region of vascular tree organ,血管树区域,cardiovascular
FJ2725,region of vascular tree organ,血管树区域,cardiovascular
FJ2727,right marginal vein,右缘静脉,cardiovascular
FJ2728,right marginal vein,右缘静脉,cardiovascular
FJ2729,right marginal vein,右缘静脉,cardiovascular
FJ2730,region of vascular tree organ,血管树区域,cardiovascular
FJ2731,region of vascular tree organ,血管树区域,cardiovascular
FJ2732,branch of anterior interventricular branch of left coronary artery,左冠状动脉前室间支分支,cardiovascular
FJ2733,branch of anterior interventricular branch of left coronary artery,左冠状动脉前室间支分支,cardiovascular
FJ2734,branch of anterior interventricular branch of left coronary artery,左冠状动脉前室间支分支,cardiovascular
FJ2735,first septal branch of right posterior interventricular artery,右后室间支第1室间隔支,cardiovascular
FJ2736,second septal branch of right posterior interventricular artery,右后室间支第2室间隔支,cardiovascular
FJ2737,trunk of left coronary artery,左冠状动脉干,cardiovascular
FJ2881,left posterior basal segmental artery,左肺下叶后底段动脉,cardiovascular
FJ2882,left lateral basal segmental artery,左肺下叶外侧底段动脉,cardiovascular
FJ2883,left anterior basal segmental artery,左肺下叶前底段动脉,cardiovascular
FJ2884,left medial basal segmental artery,左肺下叶内侧底段动脉,cardiovascular
FJ2885,left medial basal segmental artery,左肺下叶内侧底段动脉,cardiovascular
FJ2886,left anterior basal segmental artery,左肺下叶前底段动脉,cardiovascular
FJ2887,left anterior basal segmental artery,左肺下叶前底段动脉,cardiovascular
FJ2888,left superior segmental artery,左肺下叶上段动脉,cardiovascular
FJ2889,left superior segmental artery,左肺下叶上段动脉,cardiovascular
FJ2890,left superior segmental artery,左肺下叶上段动脉,cardiovascular
FJ2891,left superior segmental artery,左肺下叶上段动脉,cardiovascular
FJ2892,left posterior basal segmental artery,左肺下叶后底段动脉,cardiovascular
FJ2893,left superior segmental artery,左肺下叶上段动脉,cardiovascular
FJ2894,left superior segmental artery,左肺下叶上段动脉,cardiovascular
FJ2895,left superior segmental artery,左肺下叶上段动脉,cardiovascular
FJ2896,segment of arterial tree organ,动脉树段,cardiovascular
FJ2897,segment of arterial tree organ,动脉树段,cardiovascular
FJ2898,segment of arterial tree organ,动脉树段,cardiovascular
FJ2899,segment of arterial tree organ,动脉树段,cardiovascular
FJ2900,segment of arterial tree organ,动脉树段,cardiovascular
FJ2901,segment of arterial tree organ,动脉树段,cardiovascular
FJ2902,left anterior segmental artery,左肺上叶前段动脉,cardiovascular
FJ2903,left posterior basal segmental artery,左肺下叶后底段动脉,cardiovascular
FJ2904,left anterior segmental artery,左肺上叶前段动脉,cardiovascular
FJ2905,left anterior segmental artery,左肺上叶前段动脉,cardiovascular
FJ2906,left anterior segmental artery,左肺上叶前段动脉,cardiovascular
FJ2907,left anterior segmental artery,左肺上叶前段动脉,cardiovascular
FJ2908,left anterior segmental artery,左肺上叶前段动脉,cardiovascular
FJ2909,left anterior segmental artery,左肺上叶前段动脉,cardiovascular
FJ2910,left anterior segmental artery,左肺上叶前段动脉,cardiovascular
FJ2911,left posterior segmental artery,左肺上叶尖后段动脉(后部),cardiovascular
FJ2912,left posterior segmental artery,左肺上叶尖后段动脉(后部),cardiovascular
FJ2913,left posterior segmental artery,左肺上叶尖后段动脉(后部),cardiovascular
FJ2914,left posterior basal segmental artery,左肺下叶后底段动脉,cardiovascular
FJ2915,left apical segmental artery,左肺上叶尖后段动脉(尖部),cardiovascular
FJ2916,left apical segmental artery,左肺上叶尖后段动脉(尖部),cardiovascular
FJ2917,left apical segmental artery,左肺上叶尖后段动脉(尖部),cardiovascular
FJ2918,left apical segmental artery,左肺上叶尖后段动脉(尖部),cardiovascular
FJ2919,left posterior basal segmental artery,左肺下叶后底段动脉,cardiovascular
FJ2920,left posterior basal segmental artery,左肺下叶后底段动脉,cardiovascular
FJ2921,left lateral basal segmental artery,左肺下叶外侧底段动脉,cardiovascular
FJ2922,left lateral basal segmental artery,左肺下叶外侧底段动脉,cardiovascular
FJ2923,left lateral basal segmental artery,左肺下叶外侧底段动脉,cardiovascular
FJ2924,left pulmonary artery,左肺动脉,cardiovascular
FJ2925,left superior pulmonary vein,左上肺静脉,cardiovascular
FJ2926,left posterior segmental vein,左肺上叶后段静脉,cardiovascular
FJ2927,left posterior segmental vein,左肺上叶后段静脉,cardiovascular
FJ2928,left posterior segmental vein,左肺上叶后段静脉,cardiovascular
FJ2929,left posterior segmental vein,左肺上叶后段静脉,cardiovascular
FJ2930,left anterior segmental vein,左肺上叶前段静脉,cardiovascular
FJ2931,left anterior segmental vein,左肺上叶前段静脉,cardiovascular
FJ2932,left anterior segmental vein,左肺上叶前段静脉,cardiovascular
FJ2933,left superior pulmonary vein,左上肺静脉,cardiovascular
FJ2934,region of vascular tree organ,血管树区域,cardiovascular
FJ2935,region of vascular tree organ,血管树区域,cardiovascular
FJ2936,left apical segmental vein,左肺上叶尖段静脉,cardiovascular
FJ2937,region of vascular tree organ,血管树区域,cardiovascular
FJ2938,region of vascular tree organ,血管树区域,cardiovascular
FJ2939,left posterior segmental vein,左肺上叶后段静脉,cardiovascular
FJ2940,left posterior segmental vein,左肺上叶后段静脉,cardiovascular
FJ2941,left posterior segmental vein,左肺上叶后段静脉,cardiovascular
FJ2942,left posterior segmental vein,左肺上叶后段静脉,cardiovascular
FJ2943,left posterior segmental vein,左肺上叶后段静脉,cardiovascular
FJ2944,left inferior pulmonary vein,左下肺静脉,cardiovascular
FJ2945,left posterior basal segmental vein,左肺下叶后底段静脉,cardiovascular
FJ2946,left posterior basal segmental vein,左肺下叶后底段静脉,cardiovascular
FJ2947,left apical segmental vein,左肺上叶尖段静脉,cardiovascular
FJ2948,left posterior basal segmental vein,左肺下叶后底段静脉,cardiovascular
FJ2949,left posterior basal segmental vein,左肺下叶后底段静脉,cardiovascular
FJ2950,left inferior pulmonary vein,左下肺静脉,cardiovascular
FJ2951,left lateral basal segmental vein,左肺下叶外侧底段静脉,cardiovascular
FJ2952,left lateral basal segmental vein,左肺下叶外侧底段静脉,cardiovascular
FJ2953,left lateral basal segmental vein,左肺下叶外侧底段静脉,cardiovascular
FJ2954,left lateral basal segmental vein,左肺下叶外侧底段静脉,cardiovascular
FJ2955,left inferior pulmonary vein,左下肺静脉,cardiovascular
FJ2956,left anterior basal segmental vein,左肺下叶前底段静脉,cardiovascular
FJ2957,left anterior basal segmental vein,左肺下叶前底段静脉,cardiovascular
FJ2958,left apical segmental vein,左肺上叶尖段静脉,cardiovascular
FJ2959,left anterior basal segmental vein,左肺下叶前底段静脉,cardiovascular
FJ2960,left anterior basal segmental vein,左肺下叶前底段静脉,cardiovascular
FJ2961,left apical segmental vein,左肺上叶尖段静脉,cardiovascular
FJ2962,left apical segmental vein,左肺上叶尖段静脉,cardiovascular
FJ2963,left apical segmental vein,左肺上叶尖段静脉,cardiovascular
FJ2964,left apical segmental vein,左肺上叶尖段静脉,cardiovascular
FJ2965,left posterior segmental vein,左肺上叶后段静脉,cardiovascular
FJ2966,segment of arterial tree organ,动脉树段,cardiovascular
FJ2967,apical part of right apical segmental artery,右肺尖段动脉尖部,cardiovascular
FJ2968,apical part of right posterior segmental artery,右肺后段动脉尖部,cardiovascular
FJ2969,apical part of right posterior segmental artery,右肺后段动脉尖部,cardiovascular
FJ2970,posterior part of right posterior segmental artery,右肺后段动脉后部,cardiovascular
FJ2971,posterior part of right posterior segmental artery,右肺后段动脉后部,cardiovascular
FJ2972,posterior part of right posterior segmental artery,右肺后段动脉后部,cardiovascular
FJ2973,right upper lobar artery,右肺上叶动脉,cardiovascular
FJ2974,posterior branch of right anterior segmental artery,右肺前段动脉后支,cardiovascular
FJ2975,anterior branch of right anterior segmental artery,右肺前段动脉前支,cardiovascular
FJ2976,anterior branch of right anterior segmental artery,右肺前段动脉前支,cardiovascular
FJ2977,anterior branch of right anterior segmental artery,右肺前段动脉前支,cardiovascular
FJ2978,anterior part of right apical segmental artery,右肺尖段动脉前部,cardiovascular
FJ2979,anterior branch of right anterior segmental artery,右肺前段动脉前支,cardiovascular
FJ2980,posterior branch of right anterior segmental artery,右肺前段动脉后支,cardiovascular
FJ2981,posterior branch of right anterior segmental artery,右肺前段动脉后支,cardiovascular
FJ2982,subsegmental part of lateral segmental artery,中叶外侧段动脉分支,cardiovascular
FJ2983,subsegmental part of lateral segmental artery,中叶外侧段动脉分支,cardiovascular
FJ2984,subsegmental part of lateral segmental artery,中叶外侧段动脉分支,cardiovascular
FJ2985,subsegmental part of lateral segmental artery,中叶外侧段动脉分支,cardiovascular
FJ2986,subsegmental part of medial segmental artery,中叶内侧段动脉分支,cardiovascular
FJ2987,subsegmental part of medial segmental artery,中叶内侧段动脉分支,cardiovascular
FJ2988,subsegmental part of medial segmental artery,中叶内侧段动脉分支,cardiovascular
FJ2989,anterior part of right apical segmental artery,右肺尖段动脉前部,cardiovascular
FJ2990,subsegmental part of medial segmental artery,中叶内侧段动脉分支,cardiovascular
FJ2991,lateral branch of right superior segmental artery,右下叶上段动脉外侧支,cardiovascular
FJ2992,lateral branch of right superior segmental artery,右下叶上段动脉外侧支,cardiovascular
FJ2993,lateral branch of right superior segmental artery,右下叶上段动脉外侧支,cardiovascular
FJ2994,medial branch of right superior segmental artery,右下叶上段动脉内侧支,cardiovascular
FJ2995,medial branch of right superior segmental artery,右下叶上段动脉内侧支,cardiovascular
FJ2996,medial branch of right superior segmental artery,右下叶上段动脉内侧支,cardiovascular
FJ2997,superior branch of right superior segmental artery,右下叶上段动脉上支,cardiovascular
FJ2998,superior branch of right superior segmental artery,右下叶上段动脉上支,cardiovascular
FJ2999,superior branch of right superior segmental artery,右下叶上段动脉上支,cardiovascular
FJ3000,anterior part of right apical segmental artery,右肺尖段动脉前部,cardiovascular
FJ3001,lateral branch of right anterior basal segmental artery,右肺下叶前底段动脉外侧支,cardiovascular
FJ3002,basal branch of right anterior basal segmental artery,右肺下叶前底段动脉底支,cardiovascular
FJ3003,basal branch of right anterior basal segmental artery,右肺下叶前底段动脉底支,cardiovascular
FJ3004,lateral branch of right lateral basal segmental artery,右肺下叶外侧底段动脉外侧支,cardiovascular
FJ3005,lateral branch of right lateral basal segmental artery,右肺下叶外侧底段动脉外侧支,cardiovascular
FJ3006,lateral branch of right lateral basal segmental artery,右肺下叶外侧底段动脉外侧支,cardiovascular
FJ3007,lateral branch of right lateral basal segmental artery,右肺下叶外侧底段动脉外侧支,cardiovascular
FJ3008,mediobasal branch of right posterior basal segmental artery,右肺下叶后底段动脉内侧底支,cardiovascular
FJ3009,accessory subsuperior branch of right posterior basal segmental artery,右肺下叶后底段动脉副下段支,cardiovascular
FJ3010,accessory subsuperior branch of right posterior basal segmental artery,右肺下叶后底段动脉副下段支,cardiovascular
FJ3011,anterior part of right apical segmental artery,右肺尖段动脉前部,cardiovascular
FJ3012,mediobasal branch of right posterior basal segmental artery,右肺下叶后底段动脉内侧底支,cardiovascular
FJ3013,laterobasal branch of right posterior basal segmental artery,右肺下叶后底段动脉外侧底支,cardiovascular
FJ3014,laterobasal branch of right posterior basal segmental artery,右肺下叶后底段动脉外侧底支,cardiovascular
FJ3015,apical part of right apical segmental artery,右肺尖段动脉尖部,cardiovascular
FJ3016,apical part of right apical segmental artery,右肺尖段动脉尖部,cardiovascular
FJ3017,apical part of right apical segmental artery,右肺尖段动脉尖部,cardiovascular
FJ3018,apical part of right posterior segmental artery,右肺后段动脉尖部,cardiovascular
FJ3019,right pulmonary artery,右肺动脉,cardiovascular
FJ3020,right superior pulmonary vein,右上肺静脉,cardiovascular
FJ3021,inferior part of right anterior segmental vein,右肺前段静脉下部,cardiovascular
FJ3022,right posterior segmental vein,右肺上叶后段静脉,cardiovascular
FJ3023,right posterior segmental vein,右肺上叶后段静脉,cardiovascular
FJ3024,right posterior segmental vein,右肺上叶后段静脉,cardiovascular
FJ3025,right posterior segmental vein,右肺上叶后段静脉,cardiovascular
FJ3026,right posterior segmental vein,右肺上叶后段静脉,cardiovascular
FJ3027,superior part of right anterior segmental vein,右肺前段静脉上部,cardiovascular
FJ3028,right anterior segmental vein,右肺上叶前段静脉,cardiovascular
FJ3029,right anterior segmental vein,右肺上叶前段静脉,cardiovascular
FJ3030,subsegmental part of medial segmental vein,中叶内侧段静脉分支,cardiovascular
FJ3031,trunk of right apical segmental vein,右肺上叶尖段静脉干,cardiovascular
FJ3032,subsegmental part of medial segmental vein,中叶内侧段静脉分支,cardiovascular
FJ3033,subsegmental part of medial segmental vein,中叶内侧段静脉分支,cardiovascular
FJ3034,subsegmental part of lateral segmental vein,中叶外侧段静脉分支,cardiovascular
FJ3035,subsegmental part of lateral segmental vein,中叶外侧段静脉分支,cardiovascular
FJ3036,subsegmental part of lateral segmental vein,中叶外侧段静脉分支,cardiovascular
FJ3037,subsegmental part of lateral segmental vein,中叶外侧段静脉分支,cardiovascular
FJ3038,subsegmental part of lateral segmental vein,中叶外侧段静脉分支,cardiovascular
FJ3039,subsegmental part of lateral segmental vein,中叶外侧段静脉分支,cardiovascular
FJ3040,right inferior pulmonary vein,右下肺静脉,cardiovascular
FJ3041,right posterior basal segmental vein,右肺下叶后底段静脉,cardiovascular
FJ3042,anterior part of right apical segmental vein,右肺尖段静脉前部,cardiovascular
FJ3043,right posterior basal segmental vein,右肺下叶后底段静脉,cardiovascular
FJ3044,right posterior basal segmental vein,右肺下叶后底段静脉,cardiovascular
FJ3045,right posterior basal segmental vein,右肺下叶后底段静脉,cardiovascular
FJ3046,right posterior basal segmental vein,右肺下叶后底段静脉,cardiovascular
FJ3047,right posterior basal segmental vein,右肺下叶后底段静脉,cardiovascular
FJ3048,right posterior basal segmental vein,右肺下叶后底段静脉,cardiovascular
FJ3049,right anterior basal segmental vein,右肺下叶前底段静脉,cardiovascular
FJ3050,right superior segmental vein,右肺下叶上段静脉,cardiovascular
FJ3051,right superior segmental vein,右肺下叶上段静脉,cardiovascular
FJ3052,right superior segmental vein,右肺下叶上段静脉,cardiovascular
FJ3053,anterior part of right apical segmental vein,右肺上叶尖段静脉前部,cardiovascular
FJ3054,right medial basal segmental vein,右肺下叶内侧底段静脉,cardiovascular
FJ3055,right medial basal segmental vein,右肺下叶内侧底段静脉,cardiovascular
FJ3056,right anterior basal segmental vein,右肺下叶前底段静脉,cardiovascular
FJ3057,right posterior basal segmental vein,右肺下叶后底段静脉,cardiovascular
FJ3058,right posterior basal segmental vein,右肺下叶后底段静脉,cardiovascular
FJ3059,right lateral basal segmental vein,右肺下叶外侧底段静脉,cardiovascular
FJ3060,right lateral basal segmental vein,右肺下叶外侧底段静脉,cardiovascular
FJ3061,right lateral basal segmental vein,右肺下叶外侧底段静脉,cardiovascular
FJ3062,right lateral basal segmental vein,右肺下叶外侧底段静脉,cardiovascular
FJ3063,right superior segmental vein,右肺下叶上段静脉,cardiovascular
FJ3064,apical part of right apical segmental vein,右肺上叶尖段静脉尖部,cardiovascular
FJ3065,right superior segmental vein,右肺下叶上段静脉,cardiovascular
FJ3066,right superior segmental vein,右肺下叶上段静脉,cardiovascular
FJ3067,apical part of right apical segmental vein,右肺上叶尖段静脉尖部,cardiovascular
FJ3068,apical part of right apical segmental vein,右肺上叶尖段静脉尖部,cardiovascular
FJ3069,right posterior segmental vein,右肺上叶后段静脉,cardiovascular
FJ3070,right posterior segmental vein,右肺上叶后段静脉,cardiovascular
FJ3071,anterior superior tributary of right hepatic biliary tree,肝右前叶上段胆管支,cardiovascular
FJ3072,anterior inferior tributary of right hepatic biliary tree,肝右前叶下段胆管支,cardiovascular
FJ3073,anterior superior segmental branch of right portal vein,肝门静脉右前叶上段支,cardiovascular
FJ3074,anterior inferior segmental branch of right portal vein,肝门静脉右前叶下段支,cardiovascular
FJ3075,subdivision of right lobe branch of right hepatic artery,肝右动脉右叶支分支,cardiovascular
FJ3076,subdivision of right lobe branch of right hepatic artery,肝右动脉右叶支分支,cardiovascular
FJ3077,caudate lobe branch of left hepatic artery,肝左动脉尾状叶支,cardiovascular
FJ3078,segment of arterial tree organ,动脉树段,cardiovascular
FJ3081,subdivision of common hepatic artery,肝总动脉分支,cardiovascular
FJ3082,region of vascular tree organ,血管树区域,cardiovascular
FJ3083,anterior inferior segmental tributary of middle hepatic vein,肝中静脉右前下段支,cardiovascular
FJ3084,medial inferior segmental tributary of middle hepatic vein,肝中静脉左内下段支,cardiovascular
FJ3085,medial inferior segmental tributary of middle hepatic vein,肝中静脉左内下段支,cardiovascular
FJ3086,anterior inferior segmental tributary of middle hepatic vein,肝中静脉右前下段支,cardiovascular
FJ3088,lateral superior tributary of left hepatic biliary tree,肝左外上段胆管支,cardiovascular
FJ3089,lateral inferior tributary of left hepatic biliary tree,肝左外下段胆管支,cardiovascular
FJ3090,lateral superior tributary of left hepatic biliary tree,肝左外上段胆管支,cardiovascular
FJ3091,subdivision of left lobe branch of left hepatic artery,肝左动脉左叶支分支,cardiovascular
FJ3092,subdivision of left lobe branch of left hepatic artery,肝左动脉左叶支分支,cardiovascular
FJ3093,subdivision of left lobe branch of left hepatic artery,肝左动脉左叶支分支,cardiovascular
FJ3095,trunk of left hepatic artery,肝左动脉干,cardiovascular
FJ3097,lateral inferior segmental tributary of left hepatic vein,肝左静脉外侧下段支,cardiovascular
FJ3098,lateral superior segmental tributary of left hepatic vein,肝左静脉外侧上段支,cardiovascular
FJ3099,lateral inferior segmental tributary of left hepatic vein,肝左静脉外侧下段支,cardiovascular
FJ3100,lateral inferior segmental tributary of left hepatic vein,肝左静脉外侧下段支,cardiovascular
FJ3101,medial superior segmental tributary of left hepatic vein,肝左静脉内侧上段支,cardiovascular
FJ3102,trunk of left portal vein,肝门静脉左支干,cardiovascular
FJ3103,medial inferior tributary of left hepatic biliary tree,肝左内下段胆管支,cardiovascular
FJ3104,medial superior tributary of left hepatic biliary tree,肝左内上段胆管支,cardiovascular
FJ3105,medial superior tributary of left hepatic biliary tree,肝左内上段胆管支,cardiovascular
FJ3106,subdivision of left lobe branch of left hepatic artery,肝左动脉左叶支分支,cardiovascular
FJ3107,subdivision of left lobe branch of left hepatic artery,肝左动脉左叶支分支,cardiovascular
FJ3108,posterior inferior tributary of right hepatic biliary tree,肝右后叶下段胆管支,cardiovascular
FJ3109,posterior superior tributary of right hepatic biliary tree,肝右后叶上段胆管支,cardiovascular
FJ3110,posterior superior tributary of right hepatic biliary tree,肝右后叶上段胆管支,cardiovascular
FJ3111,posterior inferior segmental branch of right portal vein,肝门静脉右后叶下段支,cardiovascular
FJ3112,posterior superior segmental branch of right portal vein,肝门静脉右后叶上段支,cardiovascular
FJ3113,posterior superior segmental branch of right portal vein,肝门静脉右后叶上段支,cardiovascular
FJ3114,subdivision of right lobe branch of right hepatic artery,肝右动脉右叶支分支,cardiovascular
FJ3115,subdivision of right lobe branch of right hepatic artery,肝右动脉右叶支分支,cardiovascular
FJ3116,subdivision of right lobe branch of right hepatic artery,肝右动脉右叶支分支,cardiovascular
FJ3117,trunk of right hepatic artery,肝右动脉干,cardiovascular
FJ3118,posterior inferior segmental tributary of right hepatic vein,肝右静脉后下段支,cardiovascular
FJ3119,posterior superior segmental tributary of right hepatic vein,肝右静脉后上段支,cardiovascular
FJ3120,posterior inferior segmental tributary of right hepatic vein,肝右静脉后下段支,cardiovascular
FJ3121,anterior superior segmental tributary of right hepatic vein,肝右静脉前上段支,cardiovascular
FJ3122,trunk of right portal vein,肝门静脉右支干,cardiovascular
FJ3124,caudate lobe branch of left portal vein,肝门静脉左支尾状叶支,cardiovascular
FJ3125,lateral inferior segmental branch of left portal vein,肝门静脉左外下段支,cardiovascular
FJ3126,lateral superior segmental branch of left portal vein,肝门静脉左外上段支,cardiovascular
FJ3127,medial superior segmental branch of left portal vein,肝门静脉左内上段支,cardiovascular
FJ3128,medial inferior segmental branch of left portal vein,肝门静脉左内下段支,cardiovascular
FJ3399,ascending branch of left colic artery,左结肠动脉升支,cardiovascular
FJ3400,left colic vein,左结肠静脉,cardiovascular
FJ3401,subdivision of inferior pancreaticoduodenal artery,胰十二指肠下动脉分支,cardiovascular
FJ3406,branch of inferior branch of ileocolic artery,回结肠动脉下支分支,cardiovascular
FJ3409,anterior superior pancreaticoduodenal artery,胰十二指肠前上动脉,cardiovascular
FJ3410,branch of inferior branch of ileocolic artery,回结肠动脉下支分支,cardiovascular
FJ3411,segment of arterial tree organ,动脉树段,cardiovascular
FJ3413,segment of arterial tree organ,动脉树段,cardiovascular
FJ3414,ascending branch of inferior branch of ileocolic artery,回结肠动脉下支升支,cardiovascular
FJ3415,subdivision of pre-hepatic portal vein,肝外门静脉分支,cardiovascular
FJ3416,subdivision of superior vena caval tree,上腔静脉系分支,cardiovascular
FJ3417,segment of arterial tree organ,动脉树段,cardiovascular
FJ3418,bronchial branch of arch of aorta,主动脉弓支气管支,cardiovascular
FJ3419,segment of arterial tree organ,动脉树段,cardiovascular
FJ3420,segment of arterial tree organ,动脉树段,cardiovascular
FJ3421,segment of arterial tree organ,动脉树段,cardiovascular
FJ3426,left superficial dorsal vein of penis,阴茎左背浅静脉,cardiovascular
FJ3427,segment of arterial tree organ,动脉树段,cardiovascular
FJ3428,descending branch of left colic artery,左结肠动脉降支,cardiovascular
FJ3429,left colic vein,左结肠静脉,cardiovascular
FJ3430,segment of arterial tree organ,动脉树段,cardiovascular
FJ3431,set of oesophageal branches of thoracic aorta,胸主动脉食管支(一组),cardiovascular
FJ3432,trunk of branch of common hepatic artery,肝总动脉分支干,cardiovascular
FJ3433,segment of arterial tree organ,动脉树段,cardiovascular
FJ3434,subdivision of superior vena caval tree,上腔静脉系分支,cardiovascular
FJ3437,subdivision of superior mesenteric artery,肠系膜上动脉分支,cardiovascular
FJ3438,subdivision of pre-hepatic portal vein,肝外门静脉分支,cardiovascular
FJ3439,subdivision of superior mesenteric artery,肠系膜上动脉分支,cardiovascular
FJ3440,subdivision of pre-hepatic portal vein,肝外门静脉分支,cardiovascular
FJ3441,region of vascular tree organ,血管树区域,cardiovascular
FJ3442,segment of arterial tree organ,动脉树段,cardiovascular
FJ3443,subdivision of pre-hepatic portal vein,肝外门静脉分支,cardiovascular
FJ3444,segment of arterial tree organ,动脉树段,cardiovascular
FJ3446,subdivision of superior mesenteric artery,肠系膜上动脉分支,cardiovascular
FJ3447,subdivision of inferior vena caval tree,下腔静脉系分支,cardiovascular
FJ3448,subdivision of inferior vena caval tree,下腔静脉系分支,cardiovascular
FJ3449,subdivision of inferior vena caval tree,下腔静脉系分支,cardiovascular
FJ3450,subdivision of inferior vena caval tree,下腔静脉系分支,cardiovascular
FJ3451,subdivision of inferior vena caval tree,下腔静脉系分支,cardiovascular
FJ3452,subdivision of inferior vena caval tree,下腔静脉系分支,cardiovascular
FJ3458,anterior division of left renal artery,左肾动脉前干,cardiovascular
FJ3459,anterior division of left renal artery,左肾动脉前干,cardiovascular
FJ3460,anterior division of left renal artery,左肾动脉前干,cardiovascular
FJ3461,anterior division of left renal artery,左肾动脉前干,cardiovascular
FJ3462,anterior division of left renal artery,左肾动脉前干,cardiovascular
FJ3463,anterior division of left renal artery,左肾动脉前干,cardiovascular
FJ3464,left common iliac artery,左髂总动脉,cardiovascular
FJ3465,left common iliac vein,左髂总静脉,cardiovascular
FJ3466,left external iliac artery,左髂外动脉,cardiovascular
FJ3467,left inferior suprarenal artery,左肾上腺下动脉,cardiovascular
FJ3468,left internal iliac artery,左髂内动脉,cardiovascular
FJ3469,left internal iliac vein,左髂内静脉,cardiovascular
FJ3470,left internal iliac vein,左髂内静脉,cardiovascular
FJ3471,left internal iliac vein,左髂内静脉,cardiovascular
FJ3472,left middle suprarenal artery,左肾上腺中动脉,cardiovascular
FJ3473,posterior division of left renal artery,左肾动脉后干,cardiovascular
FJ3474,posterior division of left renal artery,左肾动脉后干,cardiovascular
FJ3475,posterior division of left renal artery,左肾动脉后干,cardiovascular
FJ3476,trunk of left renal artery,左肾动脉干,cardiovascular
FJ3477,left renal vein,左肾静脉,cardiovascular
FJ3478,left renal vein,左肾静脉,cardiovascular
FJ3479,left subclavian artery,左锁骨下动脉,cardiovascular
FJ3480,left suprarenal vein,左肾上腺静脉,cardiovascular
FJ3481,ureteric segment of left renal artery,左肾动脉输尿管段,cardiovascular
FJ3482,left brachiocephalic vein,左头臂静脉,cardiovascular
FJ3483,left common carotid artery,左颈总动脉,cardiovascular
FJ3484,left external iliac vein,左髂外静脉,cardiovascular
FJ3485,left internal jugular vein,左颈内静脉,cardiovascular
FJ3486,left subclavian vein,左锁骨下静脉,cardiovascular
FJ3493,left ascending lumbar vein,左腰升静脉,cardiovascular
FJ3494,left colic artery,左结肠动脉,cardiovascular
FJ3495,left colic vein,左结肠静脉,cardiovascular
FJ3496,left dorsal artery of penis,阴茎左背动脉,cardiovascular
FJ3497,left dorsal artery of penis,阴茎左背动脉,cardiovascular
FJ3499,left gastric artery,左胃动脉,cardiovascular
FJ3500,left gastric vein,左胃静脉,cardiovascular
FJ3501,left gastro-epiploic artery,胃网膜左动脉,cardiovascular
FJ3502,left gastroepiploic vein,胃网膜左静脉,cardiovascular
FJ3510,left iliolumbar vein,左髂腰静脉,cardiovascular
FJ3511,left inferior epigastric artery,左腹壁下动脉,cardiovascular
FJ3512,left inferior epigastric vein,左腹壁下静脉,cardiovascular
FJ3513,left inferior gluteal vein,左臀下静脉,cardiovascular
FJ3514,left inferior phrenic artery,左膈下动脉,cardiovascular
FJ3515,left inferior phrenic artery,左膈下动脉,cardiovascular
FJ3516,left inferior phrenic artery,左膈下动脉,cardiovascular
FJ3517,left inferior phrenic artery,左膈下动脉,cardiovascular
FJ3518,left inferior phrenic artery,左膈下动脉,cardiovascular
FJ3519,left inferior phrenic artery,左膈下动脉,cardiovascular
FJ3520,left inferior phrenic artery,左膈下动脉,cardiovascular
FJ3522,left external iliac vein,左髂外静脉,cardiovascular
FJ3523,left external iliac vein,左髂外静脉,cardiovascular
FJ3524,left external iliac vein,左髂外静脉,cardiovascular
FJ3525,left internal pudendal vein,左阴部内静脉,cardiovascular
FJ3526,left lateral sacral vein,左骶外侧静脉,cardiovascular
FJ3527,left obturator vein,左闭孔静脉,cardiovascular
FJ3529,left superficial epigastric artery,左腹壁浅动脉,cardiovascular
FJ3530,left superior epigastric vein,左腹壁上静脉,cardiovascular
FJ3531,left superior gluteal vein,左臀上静脉,cardiovascular
FJ3532,left testicular artery,左睾丸动脉,cardiovascular
FJ3533,left testicular vein,左睾丸静脉,cardiovascular
FJ3534,subdivision of inferior mesenteric artery,肠系膜下动脉分支,cardiovascular
FJ3541,subdivision of inferior vena caval tree,下腔静脉系分支,cardiovascular
FJ3542,subdivision of superior mesenteric artery,肠系膜上动脉分支,cardiovascular
FJ3543,subdivision of pre-hepatic portal vein,肝外门静脉分支,cardiovascular
FJ3544,segment of arterial tree organ,动脉树段,cardiovascular
FJ3545,subdivision of pre-hepatic portal vein,肝外门静脉分支,cardiovascular
FJ3546,subdivision of inferior pancreaticoduodenal artery,胰十二指肠下动脉分支,cardiovascular
FJ3553,branch of inferior branch of ileocolic artery,回结肠动脉下支分支,cardiovascular
FJ3557,posterior superior pancreaticoduodenal artery,胰十二指肠后上动脉,cardiovascular
FJ3558,anterior division of right renal artery,右肾动脉前干,cardiovascular
